"","year","date","location","result","team","conf","opp","opp_conf","tpm","tpa","tp_pct","round"
"464",2021,2021-03-21,"N","L","West Virginia","B12","Syracuse","ACC",11,26,0.423076923076923,"2. ROUND OF 32"
"465",2021,2021-03-20,"N","L","Georgetown","BE","Colorado","P12",8,24,0.333333333333333,"1. ROUND OF 64"
"466",2021,2021-03-20,"N","W","Colorado","P12","Georgetown","BE",16,25,0.64,"1. ROUND OF 64"
"467",2021,2021-03-20,"N","L","St. Bonaventure","A10","LSU","SEC",3,20,0.15,"1. ROUND OF 64"
"468",2021,2021-03-20,"N","W","LSU","SEC","St. Bonaventure","A10",8,25,0.32,"1. ROUND OF 64"
"469",2021,2021-03-20,"N","L","Eastern Washington","BSky","Kansas","B12",10,26,0.384615384615385,"1. ROUND OF 64"
"470",2021,2021-03-20,"N","W","Kansas","B12","Eastern Washington","BSky",12,30,0.4,"1. ROUND OF 64"
"471",2021,2021-03-20,"N","L","Texas Southern","SWAC","Michigan","B10",1,12,0.0833333333333333,"1. ROUND OF 64"
"472",2021,2021-03-20,"N","W","Michigan","B10","Texas Southern","SWAC",9,26,0.346153846153846,"1. ROUND OF 64"
"473",2021,2021-03-20,"N","L","UC Santa Barbara","BW","Creighton","BE",5,21,0.238095238095238,"1. ROUND OF 64"
"474",2021,2021-03-20,"N","W","Creighton","BE","UC Santa Barbara","BW",7,25,0.28,"1. ROUND OF 64"
"475",2021,2021-03-20,"N","L","Iona","MAAC","Alabama","SEC",5,23,0.217391304347826,"1. ROUND OF 64"
"476",2021,2021-03-20,"N","W","Alabama","SEC","Iona","MAAC",5,16,0.3125,"1. ROUND OF 64"
"477",2021,2021-03-20,"N","L","Drake","MVC","USC","P12",7,23,0.304347826086957,"1. ROUND OF 64"
"478",2021,2021-03-20,"N","W","USC","P12","Drake","MVC",6,18,0.333333333333333,"1. ROUND OF 64"
"479",2021,2021-03-20,"N","L","Grand Canyon","WAC","Iowa","B10",7,26,0.269230769230769,"1. ROUND OF 64"
"480",2021,2021-03-20,"N","W","Iowa","B10","Grand Canyon","WAC",10,22,0.454545454545455,"1. ROUND OF 64"
"481",2021,2021-03-20,"N","W","Maryland","B10","Connecticut","BE",9,18,0.5,"1. ROUND OF 64"
"482",2021,2021-03-20,"N","L","Connecticut","BE","Maryland","B10",7,23,0.304347826086957,"1. ROUND OF 64"
"483",2021,2021-03-20,"N","L","Missouri","SEC","Oklahoma","B12",11,27,0.407407407407407,"1. ROUND OF 64"
"484",2021,2021-03-20,"N","W","Oklahoma","B12","Missouri","SEC",7,15,0.466666666666667,"1. ROUND OF 64"
"485",2021,2021-03-20,"N","W","Ohio","MAC","Virginia","ACC",7,23,0.304347826086957,"1. ROUND OF 64"
"486",2021,2021-03-20,"N","L","Virginia","ACC","Ohio","MAC",8,31,0.258064516129032,"1. ROUND OF 64"
"487",2021,2021-03-20,"N","L","Norfolk St.","MEAC","Gonzaga","WCC",7,21,0.333333333333333,"1. ROUND OF 64"
"488",2021,2021-03-20,"N","W","Gonzaga","WCC","Norfolk St.","MEAC",14,27,0.518518518518518,"1. ROUND OF 64"
"489",2021,2021-03-20,"N","W","Abilene Christian","WAC","Texas","B12",3,18,0.166666666666667,"1. ROUND OF 64"
"490",2021,2021-03-20,"N","L","Texas","B12","Abilene Christian","WAC",7,20,0.35,"1. ROUND OF 64"
"491",2021,2021-03-20,"N","W","UCLA","P12","BYU","WCC",8,19,0.421052631578947,"1. ROUND OF 64"
"492",2021,2021-03-20,"N","L","BYU","WCC","UCLA","P12",3,17,0.176470588235294,"1. ROUND OF 64"
"493",2021,2021-03-20,"N","L","UNC Greensboro","SC","Florida St.","ACC",7,27,0.259259259259259,"1. ROUND OF 64"
"494",2021,2021-03-20,"N","W","Florida St.","ACC","UNC Greensboro","SC",0,9,0,"1. ROUND OF 64"
"495",2021,2021-03-19,"N","L","Drexel","CAA","Illinois","B10",7,20,0.35,"1. ROUND OF 64"
"496",2021,2021-03-19,"N","W","Illinois","B10","Drexel","CAA",2,7,0.285714285714286,"1. ROUND OF 64"
"497",2021,2021-03-19,"N","L","Colgate","Pat","Arkansas","SEC",12,27,0.444444444444444,"1. ROUND OF 64"
"498",2021,2021-03-19,"N","W","Arkansas","SEC","Colgate","Pat",5,16,0.3125,"1. ROUND OF 64"
"499",2021,2021-03-19,"N","L","Virginia Tech","ACC","Florida","SEC",7,23,0.304347826086957,"1. ROUND OF 64"
"500",2021,2021-03-19,"N","W","Florida","SEC","Virginia Tech","ACC",5,13,0.384615384615385,"1. ROUND OF 64"
"501",2021,2021-03-19,"N","L","Utah St.","MWC","Texas Tech","B12",4,19,0.210526315789474,"1. ROUND OF 64"
"502",2021,2021-03-19,"N","W","Texas Tech","B12","Utah St.","MWC",7,18,0.388888888888889,"1. ROUND OF 64"
"503",2021,2021-03-19,"N","L","Hartford","AE","Baylor","B12",5,22,0.227272727272727,"1. ROUND OF 64"
"504",2021,2021-03-19,"N","W","Baylor","B12","Hartford","AE",11,33,0.333333333333333,"1. ROUND OF 64"
"505",2021,2021-03-19,"N","W","Oregon St.","P12","Tennessee","SEC",10,21,0.476190476190476,"1. ROUND OF 64"
"506",2021,2021-03-19,"N","L","Tennessee","SEC","Oregon St.","P12",5,26,0.192307692307692,"1. ROUND OF 64"
"507",2021,2021-03-19,"N","W","Oral Roberts","Sum","Ohio St.","B10",11,35,0.314285714285714,"1. ROUND OF 64"
"508",2021,2021-03-19,"N","L","Ohio St.","B10","Oral Roberts","Sum",5,23,0.217391304347826,"1. ROUND OF 64"
"509",2021,2021-03-19,"N","L","Liberty","ASun","Oklahoma St.","B12",8,21,0.380952380952381,"1. ROUND OF 64"
"510",2021,2021-03-19,"N","W","Oklahoma St.","B12","Liberty","ASun",3,15,0.2,"1. ROUND OF 64"
"511",2021,2021-03-19,"N","W","Wisconsin","B10","North Carolina","ACC",13,27,0.481481481481481,"1. ROUND OF 64"
"512",2021,2021-03-19,"N","L","North Carolina","ACC","Wisconsin","B10",5,13,0.384615384615385,"1. ROUND OF 64"
"513",2021,2021-03-19,"N","L","Georgia Tech","ACC","Loyola Chicago","MVC",3,10,0.3,"1. ROUND OF 64"
"514",2021,2021-03-19,"N","W","Loyola Chicago","MVC","Georgia Tech","ACC",11,27,0.407407407407407,"1. ROUND OF 64"
"515",2021,2021-03-19,"N","W","North Texas","CUSA","Purdue","B10",9,21,0.428571428571429,"1. ROUND OF 64"
"516",2021,2021-03-19,"N","L","Purdue","B10","North Texas","CUSA",9,30,0.3,"1. ROUND OF 64"
"517",2021,2021-03-19,"N","W","Rutgers","B10","Clemson","ACC",8,30,0.266666666666667,"1. ROUND OF 64"
"518",2021,2021-03-19,"N","L","Clemson","ACC","Rutgers","B10",6,19,0.31578947368421,"1. ROUND OF 64"
"519",2021,2021-03-19,"N","W","Syracuse","ACC","San Diego St.","MWC",15,27,0.555555555555556,"1. ROUND OF 64"
"520",2021,2021-03-19,"N","L","San Diego St.","MWC","Syracuse","ACC",11,40,0.275,"1. ROUND OF 64"
"521",2021,2021-03-19,"N","L","Cleveland St.","Horz","Houston","Amer",6,15,0.4,"1. ROUND OF 64"
"522",2021,2021-03-19,"N","W","Houston","Amer","Cleveland St.","Horz",7,25,0.28,"1. ROUND OF 64"
"523",2021,2021-03-19,"N","L","Winthrop","BSth","Villanova","BE",7,22,0.318181818181818,"1. ROUND OF 64"
"524",2021,2021-03-19,"N","W","Villanova","BE","Winthrop","BSth",8,25,0.32,"1. ROUND OF 64"
"525",2021,2021-03-19,"N","L","Morehead St.","OVC","West Virginia","B12",10,19,0.526315789473684,"1. ROUND OF 64"
"526",2021,2021-03-19,"N","W","West Virginia","B12","Morehead St.","OVC",9,18,0.5,"1. ROUND OF 64"
"527",2021,2021-03-18,"N","W","Texas Southern","SWAC","Mount St. Mary's","NEC",6,14,0.428571428571429,"0. FIRST FOUR"
"528",2021,2021-03-18,"N","L","Mount St. Mary's","NEC","Texas Southern","SWAC",6,22,0.272727272727273,"0. FIRST FOUR"
"529",2021,2021-03-18,"N","L","Appalachian St.","SB","Norfolk St.","MEAC",6,36,0.166666666666667,"0. FIRST FOUR"
"530",2021,2021-03-18,"N","W","Norfolk St.","MEAC","Appalachian St.","SB",7,18,0.388888888888889,"0. FIRST FOUR"
"531",2021,2021-03-18,"N","W","UCLA","P12","Michigan St.","B10",9,18,0.5,"0. FIRST FOUR"
"532",2021,2021-03-18,"N","L","Michigan St.","B10","UCLA","P12",6,18,0.333333333333333,"0. FIRST FOUR"
"533",2021,2021-03-18,"N","W","Drake","MVC","Wichita St.","Amer",7,19,0.368421052631579,"0. FIRST FOUR"
"534",2021,2021-03-18,"N","L","Wichita St.","Amer","Drake","MVC",3,18,0.166666666666667,"0. FIRST FOUR"
"535",2019,2019-04-08,"N","L","Texas Tech","B12","Virginia","ACC",10,30,0.333333333333333,"6. CHAMPIONSHIP"
"536",2019,2019-04-08,"N","W","Virginia","ACC","Texas Tech","B12",11,24,0.458333333333333,"6. CHAMPIONSHIP"
"537",2019,2019-04-06,"N","L","Auburn","SEC","Virginia","ACC",9,31,0.290322580645161,"5. FINAL FOUR"
"538",2019,2019-04-06,"N","W","Virginia","ACC","Auburn","SEC",7,19,0.368421052631579,"5. FINAL FOUR"
"539",2019,2019-04-06,"N","W","Texas Tech","B12","Michigan St.","B10",9,23,0.391304347826087,"5. FINAL FOUR"
"540",2019,2019-04-06,"N","L","Michigan St.","B10","Texas Tech","B12",7,24,0.291666666666667,"5. FINAL FOUR"
"541",2019,2019-03-31,"N","W","Auburn","SEC","Kentucky","SEC",7,23,0.304347826086957,"4. ELITE EIGHT"
"542",2019,2019-03-31,"N","L","Kentucky","SEC","Auburn","SEC",5,21,0.238095238095238,"4. ELITE EIGHT"
"543",2019,2019-03-31,"N","W","Michigan St.","B10","Duke","ACC",6,19,0.31578947368421,"4. ELITE EIGHT"
"544",2019,2019-03-31,"N","L","Duke","ACC","Michigan St.","B10",7,21,0.333333333333333,"4. ELITE EIGHT"
"545",2019,2019-03-30,"N","W","Texas Tech","B12","Gonzaga","WCC",9,23,0.391304347826087,"4. ELITE EIGHT"
"546",2019,2019-03-30,"N","L","Gonzaga","WCC","Texas Tech","B12",7,26,0.269230769230769,"4. ELITE EIGHT"
"547",2019,2019-03-30,"N","L","Purdue","B10","Virginia","ACC",14,32,0.4375,"4. ELITE EIGHT"
"548",2019,2019-03-30,"N","W","Virginia","ACC","Purdue","B10",9,27,0.333333333333333,"4. ELITE EIGHT"
"549",2019,2019-03-29,"N","L","LSU","SEC","Michigan St.","B10",6,21,0.285714285714286,"3. SWEET SIXTEEN"
"550",2019,2019-03-29,"N","W","Michigan St.","B10","LSU","SEC",13,32,0.40625,"3. SWEET SIXTEEN"
"551",2019,2019-03-29,"N","W","Auburn","SEC","North Carolina","ACC",17,37,0.45945945945946,"3. SWEET SIXTEEN"
"552",2019,2019-03-29,"N","L","North Carolina","ACC","Auburn","SEC",7,28,0.25,"3. SWEET SIXTEEN"
"553",2019,2019-03-29,"N","L","Virginia Tech","ACC","Duke","ACC",9,26,0.346153846153846,"3. SWEET SIXTEEN"
"554",2019,2019-03-29,"N","W","Duke","ACC","Virginia Tech","ACC",6,20,0.3,"3. SWEET SIXTEEN"
"555",2019,2019-03-29,"N","L","Houston","Amer","Kentucky","SEC",7,20,0.35,"3. SWEET SIXTEEN"
"556",2019,2019-03-29,"N","W","Kentucky","SEC","Houston","Amer",4,12,0.333333333333333,"3. SWEET SIXTEEN"
"557",2019,2019-03-28,"N","L","Florida St.","ACC","Gonzaga","WCC",3,20,0.15,"3. SWEET SIXTEEN"
"558",2019,2019-03-28,"N","W","Gonzaga","WCC","Florida St.","ACC",7,19,0.368421052631579,"3. SWEET SIXTEEN"
"559",2019,2019-03-28,"N","W","Purdue","B10","Tennessee","SEC",15,31,0.483870967741935,"3. SWEET SIXTEEN"
"560",2019,2019-03-28,"N","L","Tennessee","SEC","Purdue","B10",12,24,0.5,"3. SWEET SIXTEEN"
"561",2019,2019-03-28,"N","W","Texas Tech","B12","Michigan","B10",6,19,0.31578947368421,"3. SWEET SIXTEEN"
"562",2019,2019-03-28,"N","L","Michigan","B10","Texas Tech","B12",1,19,0.0526315789473684,"3. SWEET SIXTEEN"
"563",2019,2019-03-28,"N","L","Oregon","P12","Virginia","ACC",9,25,0.36,"3. SWEET SIXTEEN"
"564",2019,2019-03-28,"N","W","Virginia","ACC","Oregon","P12",9,33,0.272727272727273,"3. SWEET SIXTEEN"
"565",2019,2019-03-24,"N","L","Iowa","B10","Tennessee","SEC",7,21,0.333333333333333,"2. ROUND OF 32"
"566",2019,2019-03-24,"N","W","Tennessee","SEC","Iowa","B10",8,20,0.4,"2. ROUND OF 32"
"567",2019,2019-03-24,"N","L","Washington","P12","North Carolina","ACC",9,29,0.310344827586207,"2. ROUND OF 32"
"568",2019,2019-03-24,"N","W","North Carolina","ACC","Washington","P12",9,21,0.428571428571429,"2. ROUND OF 32"
"569",2019,2019-03-24,"N","L","UCF","Amer","Duke","ACC",9,18,0.5,"2. ROUND OF 32"
"570",2019,2019-03-24,"N","W","Duke","ACC","UCF","Amer",10,25,0.4,"2. ROUND OF 32"
"571",2019,2019-03-24,"N","L","Buffalo","MAC","Texas Tech","B12",9,27,0.333333333333333,"2. ROUND OF 32"
"572",2019,2019-03-24,"N","W","Texas Tech","B12","Buffalo","MAC",5,16,0.3125,"2. ROUND OF 32"
"573",2019,2019-03-24,"N","L","Liberty","ASun","Virginia Tech","ACC",10,31,0.32258064516129,"2. ROUND OF 32"
"574",2019,2019-03-24,"N","W","Virginia Tech","ACC","Liberty","ASun",7,16,0.4375,"2. ROUND OF 32"
"575",2019,2019-03-24,"N","L","Oklahoma","B12","Virginia","ACC",8,22,0.363636363636364,"2. ROUND OF 32"
"576",2019,2019-03-24,"N","W","Virginia","ACC","Oklahoma","B12",7,24,0.291666666666667,"2. ROUND OF 32"
"577",2019,2019-03-24,"N","L","Ohio St.","B10","Houston","Amer",10,29,0.344827586206897,"2. ROUND OF 32"
"578",2019,2019-03-24,"N","W","Houston","Amer","Ohio St.","B10",5,19,0.263157894736842,"2. ROUND OF 32"
"579",2019,2019-03-24,"N","L","UC Irvine","BW","Oregon","P12",5,18,0.277777777777778,"2. ROUND OF 32"
"580",2019,2019-03-24,"N","W","Oregon","P12","UC Irvine","BW",13,25,0.52,"2. ROUND OF 32"
"581",2019,2019-03-23,"N","L","Maryland","B10","LSU","SEC",9,28,0.321428571428571,"2. ROUND OF 32"
"582",2019,2019-03-23,"N","W","LSU","SEC","Maryland","B10",7,24,0.291666666666667,"2. ROUND OF 32"
"583",2019,2019-03-23,"N","L","Wofford","SC","Kentucky","SEC",8,27,0.296296296296296,"2. ROUND OF 32"
"584",2019,2019-03-23,"N","W","Kentucky","SEC","Wofford","SC",3,13,0.230769230769231,"2. ROUND OF 32"
"585",2019,2019-03-23,"N","L","Florida","SEC","Michigan","B10",9,26,0.346153846153846,"2. ROUND OF 32"
"586",2019,2019-03-23,"N","W","Michigan","B10","Florida","SEC",7,21,0.333333333333333,"2. ROUND OF 32"
"587",2019,2019-03-23,"N","L","Murray St.","OVC","Florida St.","ACC",7,18,0.388888888888889,"2. ROUND OF 32"
"588",2019,2019-03-23,"N","W","Florida St.","ACC","Murray St.","OVC",11,27,0.407407407407407,"2. ROUND OF 32"
"589",2019,2019-03-23,"N","L","Baylor","B12","Gonzaga","WCC",4,21,0.19047619047619,"2. ROUND OF 32"
"590",2019,2019-03-23,"N","W","Gonzaga","WCC","Baylor","B12",7,20,0.35,"2. ROUND OF 32"
"591",2019,2019-03-23,"N","L","Minnesota","B10","Michigan St.","B10",2,22,0.0909090909090909,"2. ROUND OF 32"
"592",2019,2019-03-23,"N","W","Michigan St.","B10","Minnesota","B10",6,15,0.4,"2. ROUND OF 32"
"593",2019,2019-03-23,"N","L","Villanova","BE","Purdue","B10",11,38,0.289473684210526,"2. ROUND OF 32"
"594",2019,2019-03-23,"N","W","Purdue","B10","Villanova","BE",16,30,0.533333333333333,"2. ROUND OF 32"
"595",2019,2019-03-23,"N","W","Auburn","SEC","Kansas","B12",13,30,0.433333333333333,"2. ROUND OF 32"
"596",2019,2019-03-23,"N","L","Kansas","B12","Auburn","SEC",6,19,0.31578947368421,"2. ROUND OF 32"
"597",2019,2019-03-22,"N","W","Iowa","B10","Cincinnati","Amer",11,22,0.5,"1. ROUND OF 64"
"598",2019,2019-03-22,"N","L","Cincinnati","Amer","Iowa","B10",6,27,0.222222222222222,"1. ROUND OF 64"
"599",2019,2019-03-22,"N","W","Oklahoma","B12","Mississippi","SEC",6,13,0.461538461538462,"1. ROUND OF 64"
"600",2019,2019-03-22,"N","L","Mississippi","SEC","Oklahoma","B12",11,31,0.354838709677419,"1. ROUND OF 64"
"601",2019,2019-03-22,"N","L","Northern Kentucky","Horz","Texas Tech","B12",5,22,0.227272727272727,"1. ROUND OF 64"
"602",2019,2019-03-22,"N","W","Texas Tech","B12","Northern Kentucky","Horz",6,17,0.352941176470588,"1. ROUND OF 64"
"603",2019,2019-03-22,"N","W","UC Irvine","BW","Kansas St.","B12",9,23,0.391304347826087,"1. ROUND OF 64"
"604",2019,2019-03-22,"N","L","Kansas St.","B12","UC Irvine","BW",8,27,0.296296296296296,"1. ROUND OF 64"
"605",2019,2019-03-22,"N","L","Colgate","Pat","Tennessee","SEC",15,29,0.517241379310345,"1. ROUND OF 64"
"606",2019,2019-03-22,"N","W","Tennessee","SEC","Colgate","Pat",9,26,0.346153846153846,"1. ROUND OF 64"
"607",2019,2019-03-22,"N","L","Gardner Webb","BSth","Virginia","ACC",9,23,0.391304347826087,"1. ROUND OF 64"
"608",2019,2019-03-22,"N","W","Virginia","ACC","Gardner Webb","BSth",7,23,0.304347826086957,"1. ROUND OF 64"
"609",2019,2019-03-22,"N","L","Arizona St.","P12","Buffalo","MAC",3,22,0.136363636363636,"1. ROUND OF 64"
"610",2019,2019-03-22,"N","W","Buffalo","MAC","Arizona St.","P12",10,27,0.37037037037037,"1. ROUND OF 64"
"611",2019,2019-03-22,"N","W","Oregon","P12","Wisconsin","B10",7,15,0.466666666666667,"1. ROUND OF 64"
"612",2019,2019-03-22,"N","L","Wisconsin","B10","Oregon","P12",6,30,0.2,"1. ROUND OF 64"
"613",2019,2019-03-22,"N","W","Washington","P12","Utah St.","MWC",10,17,0.588235294117647,"1. ROUND OF 64"
"614",2019,2019-03-22,"N","L","Utah St.","MWC","Washington","P12",7,20,0.35,"1. ROUND OF 64"
"615",2019,2019-03-22,"N","L","North Dakota St.","Sum","Duke","ACC",8,29,0.275862068965517,"1. ROUND OF 64"
"616",2019,2019-03-22,"N","W","Duke","ACC","North Dakota St.","Sum",8,19,0.421052631578947,"1. ROUND OF 64"
"617",2019,2019-03-22,"N","L","Georgia St.","SB","Houston","Amer",6,23,0.260869565217391,"1. ROUND OF 64"
"618",2019,2019-03-22,"N","W","Houston","Amer","Georgia St.","SB",8,29,0.275862068965517,"1. ROUND OF 64"
"619",2019,2019-03-22,"N","W","Liberty","ASun","Mississippi St.","SEC",12,25,0.48,"1. ROUND OF 64"
"620",2019,2019-03-22,"N","L","Mississippi St.","SEC","Liberty","ASun",8,22,0.363636363636364,"1. ROUND OF 64"
"621",2019,2019-03-22,"N","L","Iona","MAAC","North Carolina","ACC",15,41,0.365853658536585,"1. ROUND OF 64"
"622",2019,2019-03-22,"N","W","North Carolina","ACC","Iona","MAAC",7,22,0.318181818181818,"1. ROUND OF 64"
"623",2019,2019-03-22,"N","W","UCF","Amer","VCU","A10",9,14,0.642857142857143,"1. ROUND OF 64"
"624",2019,2019-03-22,"N","L","VCU","A10","UCF","Amer",6,26,0.230769230769231,"1. ROUND OF 64"
"625",2019,2019-03-22,"N","W","Ohio St.","B10","Iowa St.","B12",5,20,0.25,"1. ROUND OF 64"
"626",2019,2019-03-22,"N","L","Iowa St.","B12","Ohio St.","B10",6,22,0.272727272727273,"1. ROUND OF 64"
"627",2019,2019-03-22,"N","L","Saint Louis","A10","Virginia Tech","ACC",4,23,0.173913043478261,"1. ROUND OF 64"
"628",2019,2019-03-22,"N","W","Virginia Tech","ACC","Saint Louis","A10",4,10,0.4,"1. ROUND OF 64"
"629",2019,2019-03-21,"N","W","Minnesota","B10","Louisville","ACC",11,27,0.407407407407407,"1. ROUND OF 64"
"630",2019,2019-03-21,"N","L","Louisville","ACC","Minnesota","B10",9,26,0.346153846153846,"1. ROUND OF 64"
"631",2019,2019-03-21,"N","L","Yale","Ivy","LSU","SEC",8,37,0.216216216216216,"1. ROUND OF 64"
"632",2019,2019-03-21,"N","W","LSU","SEC","Yale","Ivy",4,17,0.235294117647059,"1. ROUND OF 64"
"633",2019,2019-03-21,"N","L","Vermont","AE","Florida St.","ACC",16,32,0.5,"1. ROUND OF 64"
"634",2019,2019-03-21,"N","W","Florida St.","ACC","Vermont","AE",3,12,0.25,"1. ROUND OF 64"
"635",2019,2019-03-21,"N","L","New Mexico St.","WAC","Auburn","SEC",7,25,0.28,"1. ROUND OF 64"
"636",2019,2019-03-21,"N","W","Auburn","SEC","New Mexico St.","WAC",12,31,0.387096774193548,"1. ROUND OF 64"
"637",2019,2019-03-21,"N","L","Bradley","MVC","Michigan St.","B10",9,21,0.428571428571429,"1. ROUND OF 64"
"638",2019,2019-03-21,"N","W","Michigan St.","B10","Bradley","MVC",5,19,0.263157894736842,"1. ROUND OF 64"
"639",2019,2019-03-21,"N","L","Belmont","OVC","Maryland","B10",9,28,0.321428571428571,"1. ROUND OF 64"
"640",2019,2019-03-21,"N","W","Maryland","B10","Belmont","OVC",6,22,0.272727272727273,"1. ROUND OF 64"
"641",2019,2019-03-21,"N","L","Northeastern","CAA","Kansas","B12",6,28,0.214285714285714,"1. ROUND OF 64"
"642",2019,2019-03-21,"N","W","Kansas","B12","Northeastern","CAA",8,22,0.363636363636364,"1. ROUND OF 64"
"643",2019,2019-03-21,"N","W","Murray St.","OVC","Marquette","BE",9,18,0.5,"1. ROUND OF 64"
"644",2019,2019-03-21,"N","L","Marquette","BE","Murray St.","OVC",8,31,0.258064516129032,"1. ROUND OF 64"
"645",2019,2019-03-21,"N","L","Abilene Christian","WAC","Kentucky","SEC",5,23,0.217391304347826,"1. ROUND OF 64"
"646",2019,2019-03-21,"N","W","Kentucky","SEC","Abilene Christian","WAC",4,14,0.285714285714286,"1. ROUND OF 64"
"647",2019,2019-03-21,"N","W","Florida","SEC","Nevada","MWC",5,18,0.277777777777778,"1. ROUND OF 64"
"648",2019,2019-03-21,"N","L","Nevada","MWC","Florida","SEC",5,24,0.208333333333333,"1. ROUND OF 64"
"649",2019,2019-03-21,"N","L","Fairleigh Dickinson","NEC","Gonzaga","WCC",6,21,0.285714285714286,"1. ROUND OF 64"
"650",2019,2019-03-21,"N","W","Gonzaga","WCC","Fairleigh Dickinson","NEC",9,21,0.428571428571429,"1. ROUND OF 64"
"651",2019,2019-03-21,"N","L","Saint Mary's","WCC","Villanova","BE",8,22,0.363636363636364,"1. ROUND OF 64"
"652",2019,2019-03-21,"N","W","Villanova","BE","Saint Mary's","WCC",8,20,0.4,"1. ROUND OF 64"
"653",2019,2019-03-21,"N","L","Montana","BSky","Michigan","B10",6,24,0.25,"1. ROUND OF 64"
"654",2019,2019-03-21,"N","W","Michigan","B10","Montana","BSky",5,17,0.294117647058824,"1. ROUND OF 64"
"655",2019,2019-03-21,"N","W","Baylor","B12","Syracuse","ACC",16,34,0.470588235294118,"1. ROUND OF 64"
"656",2019,2019-03-21,"N","L","Syracuse","ACC","Baylor","B12",12,29,0.413793103448276,"1. ROUND OF 64"
"657",2019,2019-03-21,"N","L","Seton Hall","BE","Wofford","SC",9,27,0.333333333333333,"1. ROUND OF 64"
"658",2019,2019-03-21,"N","W","Wofford","SC","Seton Hall","BE",13,28,0.464285714285714,"1. ROUND OF 64"
"659",2019,2019-03-21,"N","L","Old Dominion","CUSA","Purdue","B10",6,25,0.24,"1. ROUND OF 64"
"660",2019,2019-03-21,"N","W","Purdue","B10","Old Dominion","CUSA",9,30,0.3,"1. ROUND OF 64"
"661",2019,2019-03-20,"N","L","North Carolina Central","MEAC","North Dakota St.","Sum",9,21,0.428571428571429,"0. FIRST FOUR"
"662",2019,2019-03-20,"N","W","North Dakota St.","Sum","North Carolina Central","MEAC",9,20,0.45,"0. FIRST FOUR"
"663",2019,2019-03-20,"N","L","St. John's","BE","Arizona St.","P12",8,31,0.258064516129032,"0. FIRST FOUR"
"664",2019,2019-03-20,"N","W","Arizona St.","P12","St. John's","BE",5,12,0.416666666666667,"0. FIRST FOUR"
"665",2019,2019-03-19,"N","L","Prairie View A&M","SWAC","Fairleigh Dickinson","NEC",15,28,0.535714285714286,"0. FIRST FOUR"
"666",2019,2019-03-19,"N","W","Fairleigh Dickinson","NEC","Prairie View A&M","SWAC",9,21,0.428571428571429,"0. FIRST FOUR"
"667",2019,2019-03-19,"N","L","Temple","Amer","Belmont","OVC",7,22,0.318181818181818,"0. FIRST FOUR"
"668",2019,2019-03-19,"N","W","Belmont","OVC","Temple","Amer",9,23,0.391304347826087,"0. FIRST FOUR"
"669",2018,2018-04-02,"N","L","Michigan","B10","Villanova","BE",3,23,0.130434782608696,"6. CHAMPIONSHIP"
"670",2018,2018-04-02,"N","W","Villanova","BE","Michigan","B10",10,27,0.37037037037037,"6. CHAMPIONSHIP"
"671",2018,2018-03-31,"N","L","Loyola Chicago","MVC","Michigan","B10",1,10,0.1,"5. FINAL FOUR"
"672",2018,2018-03-31,"N","W","Michigan","B10","Loyola Chicago","MVC",7,28,0.25,"5. FINAL FOUR"
"673",2018,2018-03-31,"N","W","Villanova","BE","Kansas","B12",18,40,0.45,"5. FINAL FOUR"
"674",2018,2018-03-31,"N","L","Kansas","B12","Villanova","BE",7,21,0.333333333333333,"5. FINAL FOUR"
"675",2018,2018-03-25,"N","L","Texas Tech","B12","Villanova","BE",5,20,0.25,"4. ELITE EIGHT"
"676",2018,2018-03-25,"N","W","Villanova","BE","Texas Tech","B12",4,24,0.166666666666667,"4. ELITE EIGHT"
"677",2018,2018-03-25,"N","L","Duke","ACC","Kansas","B12",7,29,0.241379310344828,"4. ELITE EIGHT"
"678",2018,2018-03-25,"N","W","Kansas","B12","Duke","ACC",13,36,0.361111111111111,"4. ELITE EIGHT"
"679",2018,2018-03-24,"N","W","Loyola Chicago","MVC","Kansas St.","B12",9,18,0.5,"4. ELITE EIGHT"
"680",2018,2018-03-24,"N","L","Kansas St.","B12","Loyola Chicago","MVC",6,26,0.230769230769231,"4. ELITE EIGHT"
"681",2018,2018-03-24,"N","L","Florida St.","ACC","Michigan","B10",4,17,0.235294117647059,"4. ELITE EIGHT"
"682",2018,2018-03-24,"N","W","Michigan","B10","Florida St.","ACC",4,22,0.181818181818182,"4. ELITE EIGHT"
"683",2018,2018-03-23,"N","L","Clemson","ACC","Kansas","B12",6,20,0.3,"3. SWEET SIXTEEN"
"684",2018,2018-03-23,"N","W","Kansas","B12","Clemson","ACC",10,22,0.454545454545455,"3. SWEET SIXTEEN"
"685",2018,2018-03-23,"N","L","West Virginia","B12","Villanova","BE",7,28,0.25,"3. SWEET SIXTEEN"
"686",2018,2018-03-23,"N","W","Villanova","BE","West Virginia","B12",13,24,0.541666666666667,"3. SWEET SIXTEEN"
"687",2018,2018-03-23,"N","L","Syracuse","ACC","Duke","ACC",4,13,0.307692307692308,"3. SWEET SIXTEEN"
"688",2018,2018-03-23,"N","W","Duke","ACC","Syracuse","ACC",5,26,0.192307692307692,"3. SWEET SIXTEEN"
"689",2018,2018-03-23,"N","W","Texas Tech","B12","Purdue","B10",5,17,0.294117647058824,"3. SWEET SIXTEEN"
