"","year","date","location","result","team","conf","opp","opp_conf","tpm","tpa","tp_pct","round"
"1056",2016,2016-03-17,"N","W","Kentucky","SEC","Stony Brook","AE",4,13,0.307692307692308,"1. ROUND OF 64"
"1057",2016,2016-03-17,"N","L","UNC Wilmington","CAA","Duke","ACC",11,26,0.423076923076923,"1. ROUND OF 64"
"1058",2016,2016-03-17,"N","W","Duke","ACC","UNC Wilmington","CAA",4,15,0.266666666666667,"1. ROUND OF 64"
"1059",2016,2016-03-17,"N","W","Wichita St.","MVC","Arizona","P12",3,20,0.15,"1. ROUND OF 64"
"1060",2016,2016-03-17,"N","L","Arizona","P12","Wichita St.","MVC",6,18,0.333333333333333,"1. ROUND OF 64"
"1061",2016,2016-03-17,"N","W","Yale","Ivy","Baylor","B12",5,16,0.3125,"1. ROUND OF 64"
"1062",2016,2016-03-17,"N","L","Baylor","B12","Yale","Ivy",6,16,0.375,"1. ROUND OF 64"
"1063",2016,2016-03-16,"A","W","Holy Cross","Pat","Southern","SWAC",9,25,0.36,"0. FIRST FOUR"
"1064",2016,2016-03-16,"H","L","Southern","SWAC","Holy Cross","Pat",3,20,0.15,"0. FIRST FOUR"
"1065",2016,2016-03-16,"N","L","Tulsa","Amer","Michigan","B10",3,15,0.2,"0. FIRST FOUR"
"1066",2016,2016-03-16,"N","W","Michigan","B10","Tulsa","Amer",6,25,0.24,"0. FIRST FOUR"
"1067",2016,2016-03-15,"N","W","Florida Gulf Coast","ASun","Fairleigh Dickinson","NEC",8,23,0.347826086956522,"0. FIRST FOUR"
"1068",2016,2016-03-15,"N","L","Fairleigh Dickinson","NEC","Florida Gulf Coast","ASun",8,23,0.347826086956522,"0. FIRST FOUR"
"1069",2016,2016-03-15,"N","W","Wichita St.","MVC","Vanderbilt","SEC",7,19,0.368421052631579,"0. FIRST FOUR"
"1070",2016,2016-03-15,"N","L","Vanderbilt","SEC","Wichita St.","MVC",3,19,0.157894736842105,"0. FIRST FOUR"
"1071",2015,2015-04-06,"N","L","Wisconsin","B10","Duke","ACC",7,21,0.333333333333333,"6. CHAMPIONSHIP"
"1072",2015,2015-04-06,"N","W","Duke","ACC","Wisconsin","B10",4,11,0.363636363636364,"6. CHAMPIONSHIP"
"1073",2015,2015-04-04,"N","L","Michigan St.","B10","Duke","ACC",7,20,0.35,"5. FINAL FOUR"
"1074",2015,2015-04-04,"N","W","Duke","ACC","Michigan St.","B10",2,10,0.2,"5. FINAL FOUR"
"1075",2015,2015-04-04,"N","W","Wisconsin","B10","Kentucky","SEC",7,17,0.411764705882353,"5. FINAL FOUR"
"1076",2015,2015-04-04,"N","L","Kentucky","SEC","Wisconsin","B10",3,5,0.6,"5. FINAL FOUR"
"1077",2015,2015-03-29,"N","W","Michigan St.","B10","Louisville","ACC",9,23,0.391304347826087,"4. ELITE EIGHT"
"1078",2015,2015-03-29,"N","L","Louisville","ACC","Michigan St.","B10",4,11,0.363636363636364,"4. ELITE EIGHT"
"1079",2015,2015-03-29,"N","L","Gonzaga","WCC","Duke","ACC",2,10,0.2,"4. ELITE EIGHT"
"1080",2015,2015-03-29,"N","W","Duke","ACC","Gonzaga","WCC",8,19,0.421052631578947,"4. ELITE EIGHT"
"1081",2015,2015-03-28,"N","L","Notre Dame","ACC","Kentucky","SEC",4,14,0.285714285714286,"4. ELITE EIGHT"
"1082",2015,2015-03-28,"N","W","Kentucky","SEC","Notre Dame","ACC",4,8,0.5,"4. ELITE EIGHT"
"1083",2015,2015-03-28,"N","L","Arizona","P12","Wisconsin","B10",2,6,0.333333333333333,"4. ELITE EIGHT"
"1084",2015,2015-03-28,"N","W","Wisconsin","B10","Arizona","P12",12,18,0.666666666666667,"4. ELITE EIGHT"
"1085",2015,2015-03-27,"N","L","UCLA","P12","Gonzaga","WCC",3,13,0.230769230769231,"3. SWEET SIXTEEN"
"1086",2015,2015-03-27,"N","W","Gonzaga","WCC","UCLA","P12",3,19,0.157894736842105,"3. SWEET SIXTEEN"
"1087",2015,2015-03-27,"N","L","North Carolina St.","ACC","Louisville","ACC",9,20,0.45,"3. SWEET SIXTEEN"
"1088",2015,2015-03-27,"N","W","Louisville","ACC","North Carolina St.","ACC",3,12,0.25,"3. SWEET SIXTEEN"
"1089",2015,2015-03-27,"N","L","Utah","P12","Duke","ACC",4,16,0.25,"3. SWEET SIXTEEN"
"1090",2015,2015-03-27,"N","W","Duke","ACC","Utah","P12",3,9,0.333333333333333,"3. SWEET SIXTEEN"
"1091",2015,2015-03-27,"N","W","Michigan St.","B10","Oklahoma","B12",9,27,0.333333333333333,"3. SWEET SIXTEEN"
"1092",2015,2015-03-27,"N","L","Oklahoma","B12","Michigan St.","B10",4,17,0.235294117647059,"3. SWEET SIXTEEN"
"1093",2015,2015-03-26,"N","L","Wichita St.","MVC","Notre Dame","ACC",3,18,0.166666666666667,"3. SWEET SIXTEEN"
"1094",2015,2015-03-26,"N","W","Notre Dame","ACC","Wichita St.","MVC",9,19,0.473684210526316,"3. SWEET SIXTEEN"
"1095",2015,2015-03-26,"N","L","North Carolina","ACC","Wisconsin","B10",8,13,0.615384615384615,"3. SWEET SIXTEEN"
"1096",2015,2015-03-26,"N","W","Wisconsin","B10","North Carolina","ACC",7,21,0.333333333333333,"3. SWEET SIXTEEN"
"1097",2015,2015-03-26,"N","L","West Virginia","B12","Kentucky","SEC",2,15,0.133333333333333,"3. SWEET SIXTEEN"
"1098",2015,2015-03-26,"N","W","Kentucky","SEC","West Virginia","B12",4,15,0.266666666666667,"3. SWEET SIXTEEN"
"1099",2015,2015-03-26,"N","L","Xavier","BE","Arizona","P12",3,17,0.176470588235294,"3. SWEET SIXTEEN"
"1100",2015,2015-03-26,"N","W","Arizona","P12","Xavier","BE",7,22,0.318181818181818,"3. SWEET SIXTEEN"
"1101",2015,2015-03-22,"N","L","Dayton","A10","Oklahoma","B12",11,21,0.523809523809524,"2. ROUND OF 32"
"1102",2015,2015-03-22,"N","W","Oklahoma","B12","Dayton","A10",9,18,0.5,"2. ROUND OF 32"
"1103",2015,2015-03-22,"N","L","Iowa","B10","Gonzaga","WCC",5,15,0.333333333333333,"2. ROUND OF 32"
"1104",2015,2015-03-22,"N","W","Gonzaga","WCC","Iowa","B10",10,16,0.625,"2. ROUND OF 32"
"1105",2015,2015-03-22,"N","W","Michigan St.","B10","Virginia","ACC",6,12,0.5,"2. ROUND OF 32"
"1106",2015,2015-03-22,"N","L","Virginia","ACC","Michigan St.","B10",2,17,0.117647058823529,"2. ROUND OF 32"
"1107",2015,2015-03-22,"N","L","Northern Iowa","MVC","Louisville","ACC",6,19,0.31578947368421,"2. ROUND OF 32"
"1108",2015,2015-03-22,"N","W","Louisville","ACC","Northern Iowa","MVC",5,11,0.454545454545455,"2. ROUND OF 32"
"1109",2015,2015-03-22,"N","L","Oregon","P12","Wisconsin","B10",8,19,0.421052631578947,"2. ROUND OF 32"
"1110",2015,2015-03-22,"N","W","Wisconsin","B10","Oregon","P12",7,23,0.304347826086957,"2. ROUND OF 32"
"1111",2015,2015-03-22,"N","L","San Diego St.","MWC","Duke","ACC",2,13,0.153846153846154,"2. ROUND OF 32"
"1112",2015,2015-03-22,"N","W","Duke","ACC","San Diego St.","MWC",6,14,0.428571428571429,"2. ROUND OF 32"
"1113",2015,2015-03-22,"N","W","West Virginia","B12","Maryland","B10",7,19,0.368421052631579,"2. ROUND OF 32"
"1114",2015,2015-03-22,"N","L","Maryland","B10","West Virginia","B12",8,19,0.421052631578947,"2. ROUND OF 32"
"1115",2015,2015-03-22,"N","W","Wichita St.","MVC","Kansas","B12",10,20,0.5,"2. ROUND OF 32"
"1116",2015,2015-03-22,"N","L","Kansas","B12","Wichita St.","MVC",6,21,0.285714285714286,"2. ROUND OF 32"
"1117",2015,2015-03-21,"N","L","UAB","CUSA","UCLA","P12",12,26,0.461538461538462,"2. ROUND OF 32"
"1118",2015,2015-03-21,"N","W","UCLA","P12","UAB","CUSA",5,9,0.555555555555556,"2. ROUND OF 32"
"1119",2015,2015-03-21,"N","L","Cincinnati","Amer","Kentucky","SEC",2,14,0.142857142857143,"2. ROUND OF 32"
"1120",2015,2015-03-21,"N","W","Kentucky","SEC","Cincinnati","Amer",4,15,0.266666666666667,"2. ROUND OF 32"
"1121",2015,2015-03-21,"N","L","Ohio St.","B10","Arizona","P12",5,17,0.294117647058824,"2. ROUND OF 32"
"1122",2015,2015-03-21,"N","W","Arizona","P12","Ohio St.","B10",7,19,0.368421052631579,"2. ROUND OF 32"
"1123",2015,2015-03-21,"N","L","Georgia St.","SB","Xavier","BE",6,14,0.428571428571429,"2. ROUND OF 32"
"1124",2015,2015-03-21,"N","W","Xavier","BE","Georgia St.","SB",7,13,0.538461538461538,"2. ROUND OF 32"
"1125",2015,2015-03-21,"N","W","North Carolina St.","ACC","Villanova","BE",3,11,0.272727272727273,"2. ROUND OF 32"
"1126",2015,2015-03-21,"N","L","Villanova","BE","North Carolina St.","ACC",9,28,0.321428571428571,"2. ROUND OF 32"
"1127",2015,2015-03-21,"N","W","Utah","P12","Georgetown","BE",8,14,0.571428571428571,"2. ROUND OF 32"
"1128",2015,2015-03-21,"N","L","Georgetown","BE","Utah","P12",9,25,0.36,"2. ROUND OF 32"
"1129",2015,2015-03-21,"N","L","Arkansas","SEC","North Carolina","ACC",8,25,0.32,"2. ROUND OF 32"
"1130",2015,2015-03-21,"N","W","North Carolina","ACC","Arkansas","SEC",4,10,0.4,"2. ROUND OF 32"
"1131",2015,2015-03-21,"N","L","Butler","BE","Notre Dame","ACC",4,13,0.307692307692308,"2. ROUND OF 32"
"1132",2015,2015-03-21,"N","W","Notre Dame","ACC","Butler","BE",6,20,0.3,"2. ROUND OF 32"
"1133",2015,2015-03-20,"N","L","New Mexico St.","WAC","Kansas","B12",5,15,0.333333333333333,"1. ROUND OF 64"
"1134",2015,2015-03-20,"N","W","Kansas","B12","New Mexico St.","WAC",9,13,0.692307692307692,"1. ROUND OF 64"
"1135",2015,2015-03-20,"N","L","Georgia","SEC","Michigan St.","B10",4,14,0.285714285714286,"1. ROUND OF 64"
"1136",2015,2015-03-20,"N","W","Michigan St.","B10","Georgia","SEC",7,18,0.388888888888889,"1. ROUND OF 64"
"1137",2015,2015-03-20,"N","L","Wyoming","MWC","Northern Iowa","MVC",9,22,0.409090909090909,"1. ROUND OF 64"
"1138",2015,2015-03-20,"N","W","Northern Iowa","MVC","Wyoming","MWC",9,18,0.5,"1. ROUND OF 64"
"1139",2015,2015-03-20,"N","L","Buffalo","MAC","West Virginia","B12",6,16,0.375,"1. ROUND OF 64"
"1140",2015,2015-03-20,"N","W","West Virginia","B12","Buffalo","MAC",5,16,0.3125,"1. ROUND OF 64"
"1141",2015,2015-03-20,"N","L","Indiana","B10","Wichita St.","MVC",11,22,0.5,"1. ROUND OF 64"
"1142",2015,2015-03-20,"N","W","Wichita St.","MVC","Indiana","B10",2,13,0.153846153846154,"1. ROUND OF 64"
"1143",2015,2015-03-20,"N","L","Belmont","OVC","Virginia","ACC",8,25,0.32,"1. ROUND OF 64"
"1144",2015,2015-03-20,"N","W","Virginia","ACC","Belmont","OVC",6,17,0.352941176470588,"1. ROUND OF 64"
"1145",2015,2015-03-20,"N","L","UC Irvine","BW","Louisville","ACC",5,14,0.357142857142857,"1. ROUND OF 64"
"1146",2015,2015-03-20,"N","W","Louisville","ACC","UC Irvine","BW",5,15,0.333333333333333,"1. ROUND OF 64"
"1147",2015,2015-03-20,"N","L","Valparaiso","Horz","Maryland","B10",12,27,0.444444444444444,"1. ROUND OF 64"
"1148",2015,2015-03-20,"N","W","Maryland","B10","Valparaiso","Horz",9,21,0.428571428571429,"1. ROUND OF 64"
"1149",2015,2015-03-20,"N","L","Oklahoma St.","B12","Oregon","P12",10,29,0.344827586206897,"1. ROUND OF 64"
"1150",2015,2015-03-20,"N","W","Oregon","P12","Oklahoma St.","B12",7,19,0.368421052631579,"1. ROUND OF 64"
"1151",2015,2015-03-20,"N","L","Robert Morris","NEC","Duke","ACC",6,19,0.31578947368421,"1. ROUND OF 64"
"1152",2015,2015-03-20,"N","W","Duke","ACC","Robert Morris","NEC",10,21,0.476190476190476,"1. ROUND OF 64"
"1153",2015,2015-03-20,"N","L","Davidson","A10","Iowa","B10",6,28,0.214285714285714,"1. ROUND OF 64"
"1154",2015,2015-03-20,"N","W","Iowa","B10","Davidson","A10",6,16,0.375,"1. ROUND OF 64"
"1155",2015,2015-03-20,"N","L","Albany","AE","Oklahoma","B12",8,25,0.32,"1. ROUND OF 64"
"1156",2015,2015-03-20,"N","W","Oklahoma","B12","Albany","AE",7,24,0.291666666666667,"1. ROUND OF 64"
"1157",2015,2015-03-20,"N","L","Coastal Carolina","BSth","Wisconsin","B10",7,12,0.583333333333333,"1. ROUND OF 64"
"1158",2015,2015-03-20,"N","W","Wisconsin","B10","Coastal Carolina","BSth",11,27,0.407407407407407,"1. ROUND OF 64"
"1159",2015,2015-03-20,"N","L","St. John's","BE","San Diego St.","MWC",3,17,0.176470588235294,"1. ROUND OF 64"
"1160",2015,2015-03-20,"N","W","San Diego St.","MWC","St. John's","BE",9,22,0.409090909090909,"1. ROUND OF 64"
"1161",2015,2015-03-20,"N","L","North Dakota St.","Sum","Gonzaga","WCC",10,21,0.476190476190476,"1. ROUND OF 64"
"1162",2015,2015-03-20,"N","W","Gonzaga","WCC","North Dakota St.","Sum",7,22,0.318181818181818,"1. ROUND OF 64"
"1163",2015,2015-03-20,"N","W","Dayton","A10","Providence","BE",8,23,0.347826086956522,"1. ROUND OF 64"
"1164",2015,2015-03-20,"N","L","Providence","BE","Dayton","A10",10,26,0.384615384615385,"1. ROUND OF 64"
"1165",2015,2015-03-19,"N","L","Northeastern","CAA","Notre Dame","ACC",3,11,0.272727272727273,"1. ROUND OF 64"
"1166",2015,2015-03-19,"N","W","Notre Dame","ACC","Northeastern","CAA",2,6,0.333333333333333,"1. ROUND OF 64"
"1167",2015,2015-03-19,"N","W","UAB","CUSA","Iowa St.","B12",3,18,0.166666666666667,"1. ROUND OF 64"
"1168",2015,2015-03-19,"N","L","Iowa St.","B12","UAB","CUSA",6,23,0.260869565217391,"1. ROUND OF 64"
"1169",2015,2015-03-19,"N","W","Georgia St.","SB","Baylor","B12",5,16,0.3125,"1. ROUND OF 64"
"1170",2015,2015-03-19,"N","L","Baylor","B12","Georgia St.","SB",7,19,0.368421052631579,"1. ROUND OF 64"
"1171",2015,2015-03-19,"N","L","Texas Southern","SWAC","Arizona","P12",5,12,0.416666666666667,"1. ROUND OF 64"
"1172",2015,2015-03-19,"N","W","Arizona","P12","Texas Southern","SWAC",5,11,0.454545454545455,"1. ROUND OF 64"
"1173",2015,2015-03-19,"N","L","Texas","B12","Butler","BE",6,19,0.31578947368421,"1. ROUND OF 64"
"1174",2015,2015-03-19,"N","W","Butler","BE","Texas","B12",4,13,0.307692307692308,"1. ROUND OF 64"
"1175",2015,2015-03-19,"N","W","UCLA","P12","SMU","Amer",10,20,0.5,"1. ROUND OF 64"
"1176",2015,2015-03-19,"N","L","SMU","Amer","UCLA","P12",7,16,0.4375,"1. ROUND OF 64"
"1177",2015,2015-03-19,"N","L","Mississippi","SEC","Xavier","BE",6,27,0.222222222222222,"1. ROUND OF 64"
"1178",2015,2015-03-19,"N","W","Xavier","BE","Mississippi","SEC",10,23,0.434782608695652,"1. ROUND OF 64"
"1179",2015,2015-03-19,"N","W","Ohio St.","B10","VCU","A10",6,15,0.4,"1. ROUND OF 64"
"1180",2015,2015-03-19,"N","L","VCU","A10","Ohio St.","B10",10,26,0.384615384615385,"1. ROUND OF 64"
"1181",2015,2015-03-19,"N","L","Lafayette","Pat","Villanova","BE",4,18,0.222222222222222,"1. ROUND OF 64"
"1182",2015,2015-03-19,"N","W","Villanova","BE","Lafayette","Pat",11,22,0.5,"1. ROUND OF 64"
"1183",2015,2015-03-19,"N","L","Purdue","B10","Cincinnati","Amer",4,26,0.153846153846154,"1. ROUND OF 64"
"1184",2015,2015-03-19,"N","W","Cincinnati","Amer","Purdue","B10",4,10,0.4,"1. ROUND OF 64"
"1185",2015,2015-03-19,"N","L","Harvard","Ivy","North Carolina","ACC",5,13,0.384615384615385,"1. ROUND OF 64"
"1186",2015,2015-03-19,"N","W","North Carolina","ACC","Harvard","Ivy",5,7,0.714285714285714,"1. ROUND OF 64"
"1187",2015,2015-03-19,"N","L","Stephen F. Austin","Slnd","Utah","P12",5,26,0.192307692307692,"1. ROUND OF 64"
"1188",2015,2015-03-19,"N","W","Utah","P12","Stephen F. Austin","Slnd",5,13,0.384615384615385,"1. ROUND OF 64"
"1189",2015,2015-03-19,"N","L","LSU","SEC","North Carolina St.","ACC",5,15,0.333333333333333,"1. ROUND OF 64"
"1190",2015,2015-03-19,"N","W","North Carolina St.","ACC","LSU","SEC",5,24,0.208333333333333,"1. ROUND OF 64"
"1191",2015,2015-03-19,"N","L","Wofford","SC","Arkansas","SEC",7,24,0.291666666666667,"1. ROUND OF 64"
"1192",2015,2015-03-19,"N","W","Arkansas","SEC","Wofford","SC",3,8,0.375,"1. ROUND OF 64"
"1193",2015,2015-03-19,"N","L","Hampton","MEAC","Kentucky","SEC",4,16,0.25,"1. ROUND OF 64"
"1194",2015,2015-03-19,"N","W","Kentucky","SEC","Hampton","MEAC",3,10,0.3,"1. ROUND OF 64"
"1195",2015,2015-03-19,"N","L","Eastern Washington","BSky","Georgetown","BE",9,28,0.321428571428571,"1. ROUND OF 64"
"1196",2015,2015-03-19,"N","W","Georgetown","BE","Eastern Washington","BSky",11,23,0.478260869565217,"1. ROUND OF 64"
"1197",2015,2015-03-18,"N","W","Robert Morris","NEC","North Florida","ASun",4,16,0.25,"0. FIRST FOUR"
"1198",2015,2015-03-18,"N","L","North Florida","ASun","Robert Morris","NEC",9,22,0.409090909090909,"0. FIRST FOUR"
"1199",2015,2015-03-18,"A","L","Boise St.","MWC","Dayton","A10",6,20,0.3,"0. FIRST FOUR"
"1200",2015,2015-03-18,"H","W","Dayton","A10","Boise St.","MWC",7,21,0.333333333333333,"0. FIRST FOUR"
"1201",2015,2015-03-17,"N","W","Hampton","MEAC","Manhattan","MAAC",3,7,0.428571428571429,"0. FIRST FOUR"
"1202",2015,2015-03-17,"N","L","Manhattan","MAAC","Hampton","MEAC",6,25,0.24,"0. FIRST FOUR"
"1203",2015,2015-03-17,"N","L","BYU","WCC","Mississippi","SEC",15,29,0.517241379310345,"0. FIRST FOUR"
"1204",2015,2015-03-17,"N","W","Mississippi","SEC","BYU","WCC",7,23,0.304347826086957,"0. FIRST FOUR"
"1205",2014,2014-04-07,"N","L","Kentucky","SEC","Connecticut","Amer",5,16,0.3125,"6. CHAMPIONSHIP"
"1206",2014,2014-04-07,"N","W","Connecticut","Amer","Kentucky","SEC",6,19,0.31578947368421,"6. CHAMPIONSHIP"
"1207",2014,2014-04-05,"N","W","Connecticut","Amer","Florida","SEC",5,12,0.416666666666667,"5. FINAL FOUR"
"1208",2014,2014-04-05,"N","L","Florida","SEC","Connecticut","Amer",1,10,0.1,"5. FINAL FOUR"
"1209",2014,2014-04-05,"N","W","Kentucky","SEC","Wisconsin","B10",2,5,0.4,"5. FINAL FOUR"
"1210",2014,2014-04-05,"N","L","Wisconsin","B10","Kentucky","SEC",8,20,0.4,"5. FINAL FOUR"
"1211",2014,2014-03-30,"N","W","Kentucky","SEC","Michigan","B10",7,11,0.636363636363636,"4. ELITE EIGHT"
"1212",2014,2014-03-30,"N","L","Michigan","B10","Kentucky","SEC",7,18,0.388888888888889,"4. ELITE EIGHT"
"1213",2014,2014-03-30,"N","W","Connecticut","Amer","Michigan St.","B10",5,22,0.227272727272727,"4. ELITE EIGHT"
"1214",2014,2014-03-30,"N","L","Michigan St.","B10","Connecticut","Amer",11,29,0.379310344827586,"4. ELITE EIGHT"
"1215",2014,2014-03-29,"N","L","Dayton","A10","Florida","SEC",8,18,0.444444444444444,"4. ELITE EIGHT"
"1216",2014,2014-03-29,"N","W","Florida","SEC","Dayton","A10",5,15,0.333333333333333,"4. ELITE EIGHT"
"1217",2014,2014-03-29,"N","W","Wisconsin","B10","Arizona","P12",6,17,0.352941176470588,"4. ELITE EIGHT"
"1218",2014,2014-03-29,"N","L","Arizona","P12","Wisconsin","B10",5,12,0.416666666666667,"4. ELITE EIGHT"
"1219",2014,2014-03-28,"N","W","Kentucky","SEC","Louisville","Amer",4,14,0.285714285714286,"3. SWEET SIXTEEN"
"1220",2014,2014-03-28,"N","L","Louisville","Amer","Kentucky","SEC",4,15,0.266666666666667,"3. SWEET SIXTEEN"
"1221",2014,2014-03-28,"N","W","Connecticut","Amer","Iowa St.","B12",9,19,0.473684210526316,"3. SWEET SIXTEEN"
"1222",2014,2014-03-28,"N","L","Iowa St.","B12","Connecticut","Amer",6,16,0.375,"3. SWEET SIXTEEN"
"1223",2014,2014-03-28,"N","L","Tennessee","SEC","Michigan","B10",3,11,0.272727272727273,"3. SWEET SIXTEEN"
"1224",2014,2014-03-28,"N","W","Michigan","B10","Tennessee","SEC",11,20,0.55,"3. SWEET SIXTEEN"
"1225",2014,2014-03-28,"N","W","Michigan St.","B10","Virginia","ACC",5,14,0.357142857142857,"3. SWEET SIXTEEN"
"1226",2014,2014-03-28,"N","L","Virginia","ACC","Michigan St.","B10",6,18,0.333333333333333,"3. SWEET SIXTEEN"
"1227",2014,2014-03-27,"N","W","Dayton","A10","Stanford","P12",8,23,0.347826086956522,"3. SWEET SIXTEEN"
"1228",2014,2014-03-27,"N","L","Stanford","P12","Dayton","A10",5,21,0.238095238095238,"3. SWEET SIXTEEN"
"1229",2014,2014-03-27,"N","L","UCLA","P12","Florida","SEC",3,18,0.166666666666667,"3. SWEET SIXTEEN"
"1230",2014,2014-03-27,"N","W","Florida","SEC","UCLA","P12",8,21,0.380952380952381,"3. SWEET SIXTEEN"
"1231",2014,2014-03-27,"N","L","Baylor","B12","Wisconsin","B10",2,15,0.133333333333333,"3. SWEET SIXTEEN"
"1232",2014,2014-03-27,"N","W","Wisconsin","B10","Baylor","B12",6,16,0.375,"3. SWEET SIXTEEN"
"1233",2014,2014-03-27,"N","L","San Diego St.","MWC","Arizona","P12",4,14,0.285714285714286,"3. SWEET SIXTEEN"
"1234",2014,2014-03-27,"N","W","Arizona","P12","San Diego St.","MWC",5,12,0.416666666666667,"3. SWEET SIXTEEN"
"1235",2014,2014-03-23,"N","L","Mercer","ASun","Tennessee","SEC",8,22,0.363636363636364,"2. ROUND OF 32"
"1236",2014,2014-03-23,"N","W","Tennessee","SEC","Mercer","ASun",6,22,0.272727272727273,"2. ROUND OF 32"
"1237",2014,2014-03-23,"N","W","Baylor","B12","Creighton","BE",11,18,0.611111111111111,"2. ROUND OF 32"
"1238",2014,2014-03-23,"N","L","Creighton","BE","Baylor","B12",5,24,0.208333333333333,"2. ROUND OF 32"
"1239",2014,2014-03-23,"N","W","Stanford","P12","Kansas","B12",0,9,0,"2. ROUND OF 32"
"1240",2014,2014-03-23,"N","L","Kansas","B12","Stanford","P12",5,16,0.3125,"2. ROUND OF 32"
"1241",2014,2014-03-23,"N","L","Gonzaga","WCC","Arizona","P12",6,16,0.375,"2. ROUND OF 32"
"1242",2014,2014-03-23,"N","W","Arizona","P12","Gonzaga","WCC",7,18,0.388888888888889,"2. ROUND OF 32"
"1243",2014,2014-03-23,"N","L","Memphis","Amer","Virginia","ACC",3,13,0.230769230769231,"2. ROUND OF 32"
"1244",2014,2014-03-23,"N","W","Virginia","ACC","Memphis","Amer",5,11,0.454545454545455,"2. ROUND OF 32"
"1245",2014,2014-03-23,"N","L","North Carolina","ACC","Iowa St.","B12",8,20,0.4,"2. ROUND OF 32"
"1246",2014,2014-03-23,"N","W","Iowa St.","B12","North Carolina","ACC",12,26,0.461538461538462,"2. ROUND OF 32"
"1247",2014,2014-03-23,"N","W","Kentucky","SEC","Wichita St.","MVC",8,18,0.444444444444444,"2. ROUND OF 32"
"1248",2014,2014-03-23,"N","L","Wichita St.","MVC","Kentucky","SEC",10,21,0.476190476190476,"2. ROUND OF 32"
"1249",2014,2014-03-23,"N","L","Stephen F. Austin","Slnd","UCLA","P12",7,27,0.259259259259259,"2. ROUND OF 32"
"1250",2014,2014-03-23,"N","W","UCLA","P12","Stephen F. Austin","Slnd",4,14,0.285714285714286,"2. ROUND OF 32"
"1251",2014,2014-03-22,"N","W","Dayton","A10","Syracuse","ACC",7,16,0.4375,"2. ROUND OF 32"
"1252",2014,2014-03-22,"N","L","Syracuse","ACC","Dayton","A10",0,10,0,"2. ROUND OF 32"
"1253",2014,2014-03-22,"N","L","Oregon","P12","Wisconsin","B10",8,18,0.444444444444444,"2. ROUND OF 32"
"1254",2014,2014-03-22,"N","W","Wisconsin","B10","Oregon","P12",11,28,0.392857142857143,"2. ROUND OF 32"
"1255",2014,2014-03-22,"N","L","Pittsburgh","ACC","Florida","SEC",4,17,0.235294117647059,"2. ROUND OF 32"
"1256",2014,2014-03-22,"N","W","Florida","SEC","Pittsburgh","ACC",5,20,0.25,"2. ROUND OF 32"
"1257",2014,2014-03-22,"N","L","Harvard","Ivy","Michigan St.","B10",6,17,0.352941176470588,"2. ROUND OF 32"
"1258",2014,2014-03-22,"N","W","Michigan St.","B10","Harvard","Ivy",7,21,0.333333333333333,"2. ROUND OF 32"
"1259",2014,2014-03-22,"N","L","Texas","B12","Michigan","B10",4,11,0.363636363636364,"2. ROUND OF 32"
"1260",2014,2014-03-22,"N","W","Michigan","B10","Texas","B12",14,28,0.5,"2. ROUND OF 32"
"1261",2014,2014-03-22,"N","W","Connecticut","Amer","Villanova","BE",9,20,0.45,"2. ROUND OF 32"
"1262",2014,2014-03-22,"N","L","Villanova","BE","Connecticut","Amer",11,31,0.354838709677419,"2. ROUND OF 32"
"1263",2014,2014-03-22,"N","L","Saint Louis","A10","Louisville","Amer",0,15,0,"2. ROUND OF 32"
"1264",2014,2014-03-22,"N","W","Louisville","Amer","Saint Louis","A10",6,17,0.352941176470588,"2. ROUND OF 32"
"1265",2014,2014-03-22,"N","L","North Dakota St.","Sum","San Diego St.","MWC",2,11,0.181818181818182,"2. ROUND OF 32"
"1266",2014,2014-03-22,"N","W","San Diego St.","MWC","North Dakota St.","Sum",7,16,0.4375,"2. ROUND OF 32"
"1267",2014,2014-03-21,"N","L","Tulsa","CUSA","UCLA","P12",7,19,0.368421052631579,"1. ROUND OF 64"
"1268",2014,2014-03-21,"N","W","UCLA","P12","Tulsa","CUSA",5,16,0.3125,"1. ROUND OF 64"
"1269",2014,2014-03-21,"N","L","Nebraska","B10","Baylor","B12",4,21,0.19047619047619,"1. ROUND OF 64"
"1270",2014,2014-03-21,"N","W","Baylor","B12","Nebraska","B10",2,13,0.153846153846154,"1. ROUND OF 64"
"1271",2014,2014-03-21,"N","L","Providence","BE","North Carolina","ACC",4,16,0.25,"1. ROUND OF 64"
"1272",2014,2014-03-21,"N","W","North Carolina","ACC","Providence","BE",4,15,0.266666666666667,"1. ROUND OF 64"
"1273",2014,2014-03-21,"N","W","Stephen F. Austin","Slnd","VCU","A10",6,16,0.375,"1. ROUND OF 64"
"1274",2014,2014-03-21,"N","L","VCU","A10","Stephen F. Austin","Slnd",8,21,0.380952380952381,"1. ROUND OF 64"
"1275",2014,2014-03-21,"N","L","Eastern Kentucky","OVC","Kansas","B12",12,31,0.387096774193548,"1. ROUND OF 64"
"1276",2014,2014-03-21,"N","W","Kansas","B12","Eastern Kentucky","OVC",0,7,0,"1. ROUND OF 64"
"1277",2014,2014-03-21,"N","W","Stanford","P12","New Mexico","MWC",8,15,0.533333333333333,"1. ROUND OF 64"
"1278",2014,2014-03-21,"N","L","New Mexico","MWC","Stanford","P12",4,21,0.19047619047619,"1. ROUND OF 64"
